1.547300756467523408e-01,5.309101986734657608e+00,0.000000000000000000e+00
1.402229880815652141e+00,-3.473638999176129616e-01,1.000000000000000000e+00
1.661204031178789009e+00,4.413294842291935360e+00,0.000000000000000000e+00
-1.604241703496356752e+00,3.092745905574317167e+00,2.000000000000000000e+00
-1.724490938719997368e+00,1.942249302728381810e+00,2.000000000000000000e+00
-1.519138904196086770e+00,3.392186048942316567e+00,2.000000000000000000e+00
2.276515004295329714e-01,2.755707235161324320e+00,1.000000000000000000e+00
-1.266218884006562462e-01,5.063714006209782070e+00,0.000000000000000000e+00
-2.391357956691738451e+00,2.204076634896218412e+00,2.000000000000000000e+00
3.808139648715447301e-02,3.812837213517071611e+00,2.000000000000000000e+00
3.126156961710215842e-01,1.067564397052382485e+00,1.000000000000000000e+00
2.565828771500280325e+00,6.972560694742977461e-01,1.000000000000000000e+00
3.538588960419681406e+00,1.045468639876537376e+00,1.000000000000000000e+00
1.375746988017378047e+00,4.604094222085230115e+00,0.000000000000000000e+00
1.814307338228308142e+00,-1.175465383850693435e-01,1.000000000000000000e+00
-1.722158626164889572e+00,3.318736187138440208e+00,2.000000000000000000e+00
1.338377555606289127e+00,3.687458245602107887e+00,0.000000000000000000e+00
1.315053056586561464e+00,3.314326615922615016e+00,0.000000000000000000e+00
-1.221890300527555429e+00,4.736821466669440817e+00,2.000000000000000000e+00
9.852941894272519985e-01,4.415289410691180527e-01,1.000000000000000000e+00
-1.922174582843838575e+00,3.081086847629161962e+00,2.000000000000000000e+00
1.258031010032306218e+00,3.535101162076837777e+00,0.000000000000000000e+00
1.013647788161109675e+00,6.166006339248129020e-01,1.000000000000000000e+00
1.703501734721869498e-01,4.651999575521726271e+00,0.000000000000000000e+00
-3.040000407166895791e+00,2.117808039047218038e+00,2.000000000000000000e+00
-2.364044865493794667e+00,2.757152078454526478e+00,2.000000000000000000e+00
3.257240998611166116e-02,3.025771183987312263e+00,0.000000000000000000e+00
-2.453845768199984345e+00,2.602933233202928687e+00,2.000000000000000000e+00
2.575936869388868455e+00,1.212352671231793355e+00,1.000000000000000000e+00
2.676103869514187661e+00,2.069325266546435671e+00,1.000000000000000000e+00
-9.960121745608377930e-01,2.590409332359411732e+00,2.000000000000000000e+00
1.259271918700677340e-02,5.252793881686413258e+00,0.000000000000000000e+00
1.538978384470963690e+00,2.861935437402316929e+00,0.000000000000000000e+00
2.196123405601715817e+00,1.106626592518185070e+00,1.000000000000000000e+00
2.751195201095217868e+00,-1.678289162360491193e-01,1.000000000000000000e+00
-3.283527704555347260e+00,2.323979704576574434e+00,2.000000000000000000e+00
2.499635121047147468e+00,7.931701148070069429e-01,1.000000000000000000e+00
-5.565264398790913392e-01,6.146160616234359608e-01,2.000000000000000000e+00
2.833456115457102520e-01,4.789111599611025838e+00,0.000000000000000000e+00
6.306229638313041175e-01,1.447005101134421601e+00,1.000000000000000000e+00
-1.644852623609176501e+00,3.937654152936872265e+00,2.000000000000000000e+00
2.312976841435929742e+00,1.445623110965842617e+00,1.000000000000000000e+00
-5.645170862349724317e-02,3.909749287178399424e+00,0.000000000000000000e+00
1.323239688149095317e+00,-4.221182350843257769e-01,1.000000000000000000e+00
1.489988717755456937e+00,4.647392533232279077e-01,1.000000000000000000e+00
-1.379368298014577388e+00,3.004571481662199783e+00,2.000000000000000000e+00
2.307665056217544475e+00,3.852410101314207580e-03,1.000000000000000000e+00
-1.880054111556578533e+00,1.763535120131889400e-01,2.000000000000000000e+00
-5.111693551587936923e-01,3.364283113042688900e+00,2.000000000000000000e+00
1.516478978202190575e+00,-1.066436274264181971e-01,1.000000000000000000e+00
-2.039284861345072031e+00,3.160796180779807951e+00,2.000000000000000000e+00
1.913367206885443705e+00,2.928714807506325180e+00,1.000000000000000000e+00
-2.137127216629910897e+00,4.085943472919112196e+00,2.000000000000000000e+00
-7.938361729828257163e-01,2.970915291596589736e+00,2.000000000000000000e+00
1.041124293551808799e+00,2.400536823595944558e-01,1.000000000000000000e+00
1.597015506015770914e-01,4.350538183664914627e+00,0.000000000000000000e+00
7.350670446902527466e-01,5.025998083665145444e+00,0.000000000000000000e+00
-1.078082765803060727e+00,3.861057201704370279e+00,2.000000000000000000e+00
-3.654660448648967552e+00,2.936183024867841773e+00,2.000000000000000000e+00
2.355771371469106867e+00,5.626210220358646374e+00,0.000000000000000000e+00
1.194917020989378686e+00,5.862800618084891280e-01,1.000000000000000000e+00
3.815588598858502767e+00,1.248747650357070693e+00,1.000000000000000000e+00
3.693706839548566156e-01,4.332434829895306372e+00,0.000000000000000000e+00
-2.588146150795824774e+00,4.089167525831407524e+00,2.000000000000000000e+00
2.812735659099150798e+00,6.731509377930828819e-01,1.000000000000000000e+00
